user_id,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,cluster_3,cluster_5,cluster_7
23557,2.5281213326995937,-1.2026473321977778,0.0303171327635297,1.7876667817901335,-0.6166453825238014,1.2570852399428742,-0.7496101333233423,-1.747511500646815,0.0405808017495321,-0.6633633725504854,0.6133230665388082,0.0979217042036753,-0.4907208185410812,2,2,2
94883,1.3686945560593435,-0.4726947184066331,-1.0347550402314756,0.985857728161398,0.1212343379543293,-0.7875944231525617,-0.4816327558015405,-1.0244227083511588,-0.5518473028970132,0.438509033322816,-0.3547737321301175,0.2554014638352126,0.3287056847895011,2,2,2
101486,1.7288013925790375,-0.2747798235023184,0.3142403154397217,1.598739575764689,-0.7420648450644791,0.2570218064767317,0.1667880128791098,0.1878024452256877,-0.8036846555867929,-1.0667756088607567,-0.8473340533405773,0.1183317987317835,-0.0625352463650653,2,2,2
101961,-2.7952256705794176,-2.5320782555690062,-1.0845915893217042,0.2714426221988176,0.0524704133196814,-0.283454662533106,-0.1744133907230062,-0.706345744288246,-0.5751675088792574,-0.0874830201379211,-0.436182564076392,0.7993431484273584,0.907680647029916,2,2,2
106907,-6.7057923225258085,19.350421162542172,-7.678691374074628,1.55366008470361,-2.2610816388352672,3.1970758048834895,1.148371934859326,0.5293046171199458,-0.4329031039173031,4.954441837144646,-0.0712674709495501,-4.269119563850468,0.5433540411475597,2,2,2
118043,-2.9018369149132965,-0.7248012954608606,-0.9120216099060592,0.0912342425781095,-0.964354684406,1.19711246354177,1.0327972468974105,0.6468467247250025,-0.6167057063447143,-0.4957698637575262,1.8087284445009852,-0.7293590014777555,-1.3889507526183809,2,2,2
120851,2.749591545986177,0.4906993687492396,-1.1527827292009207,1.4167688841303678,-0.8129521140177782,0.857869165752553,0.1244153399024831,-0.0464030301005682,-0.4710824270011794,-1.3884211157929265,-0.9272704142394432,-0.2431054455425498,-0.1121026516167177,2,2,2
125845,-0.7640792133892913,-0.0584576642407549,-0.5539203953098092,0.8845409805826039,1.834752485613888,-0.1560435815585256,0.4433415570337373,-0.118483397365898,0.4966311738121641,0.3401697347794857,0.2720660761894422,0.0455247293268444,1.089233694590637,2,2,2
133058,2.8824873413107652,0.84231622639461,-0.2841874759705154,-2.089024675447222,0.696648276424514,-0.851271236828126,0.151629879305581,-0.4147906413313328,-0.6492911635312091,-0.4090905347001837,-0.1528904697951005,-0.2696315250650175,0.8219346611072974,2,2,2
149058,-3.0523811932240976,-2.023803801549474,-0.9804570054988744,-0.162928109346163,-0.451770679981552,0.2549930268280274,0.7046750782961287,0.6146116423982628,-0.8088860719655281,-0.7554236689518401,-0.9449692042827044,0.0149731354890829,-1.2905594828190643,2,2,2
